docs,topic,viewpoint,words,perspective,sum_topic
"A fetus is still a breathing organism with a heartbeat and is still human.At least let it experience life.Not only does abortion go against the rule thou shall not kill,but it also destroys the amazing creation that GOD is working on.Abortion wasn't mentioned nor did it exist in the bible.The term fetus wasn't   mentioned either .So technically over 1billion of GOD's creations were killed by their own mothers.Instead of killing innocent unborn babies and feeling emotionally scarred about it later choose a method of birth control like a hysterectomy or vasectomy which is most effective or consider adoption for the child. With these methods maybe there would be less controversy and arguments over abortion. Also if you can't afford a vasectomy or hysterectomy use a good condom or use timing /calendar",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[18],2
"It is relevant to consider what the Bible has to say about unborn life. In Psalm 139, the psalmist David refers to himself in the womb. He makes it clear that he was there personally, not as a blob of tissue that later turned into him. The prophet Jeremiah wrote that the word of the Lord came to him saying, “Before I formed you in the womb I knew you, before you were born. I set you apart…” What these texts make clear is that every child in the womb is a unique person.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[18],1
"Abortion is a form of murder. The Bible says thou shalt not kill. A mother that carrying a child has no right to abort the child . Anyone who has an abortion is rebelling against God's law and it is wrong to have an abortion. It is a life they are taking. Nobody has the right to take lives, only God can do that. God did not give child-carrying mothers the option to get abortions. There is no exception to God's law.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[18],2
It's murder- plain murder. God blessed you with a child which is nothing but a gift so why would you kill your baby? It's rejecting a gift and that's a sin. God sees that you're killing your baby and that will hurt him. Imagine all those people who would die to have kids. Why kill your own flesh and blood.,2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[18],3
"Human life, animal life...All life is sacred.   You dog's life is as sacred as your life.   Because all life is sacred.   God created ALL life.   
When you take the life of a fetus or an animal you are committing a crime against God.
God gave us grinding teeth for plants , fruits and nuts.   The human body does NOT require animal tissue to live.   Plenty of people live vegetarian or vegan lifestyles.
Stop killing animals.   It's murder",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[18],1
"Everyone is born with the same rights as a human. How selfish of people to take a life that is not there own but the babies own life. Even if the baby is brought up by bad parents they still deserve a chance to choose and make there own choice, God would rather someone who sins then not someone at all. God loves all human life and it is a gift to be taken care of, even if the baby is not brought up by his/her own parents, better that then not at all.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[18],1
"An abortion overall is very unnecessary. I get it, Its a women body and she should choose what she wants to do with it, But have we ever stop to consider the other life in that body? It might be her body, But there is also another life inside of her and its not her life to end. For example the minute her doctor announces to her that she is pregnant she doesn't stop and think ""I have 20 fingers"" because why that life is separate from her. So I ask again when does life begin? To the people that think life begins when we are born would that mean you would still abort an eight month old baby in the womb or seven. When would be the time where we decide life starts. For those of you who did not a baby can't start to grow until whats called conception which is when the egg and the sperm meet. Its obvious to me that, Without that a baby can not start to form and that is where life for everyone begins. Have you ever stop to think if being pro-choice even makes sense to you, Or do you just keep using the rape excuse until someone budges? Think what is the opposite of life, Is it not death? Sounds harsh, I know but that's what your covering death with that choice, And what is the final choice to take away the life of the baby. I personally if you can't already tell am pro-life, And I try to hear people out and   see it from another point of view. I thought to myself if I was raped and got pregnant should I abort. My final answer would be no. Why? I would choose not to not just because statistically its a very very low possibility of that happening but because I believe that if god wanted me to be pregnant then so be it. I would love my child because the child wouldn't have been the problem. For those who wouldn't want it, Does it really cost you to let your baby live and put up for adoption instead of paying what thousands for an abortion. Also, To the ones who might have their health be at risk for having a baby, I believe in miracles and they happen everyday no women, No doctor, No man can tell you the final answer only god because whether we like it or not he has the final say, And finally for the ones who would still choose to abort because they made one stupid mistake and don't want to be embarrassed its not the babys fault and you know that very well.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[18],2
"Abortion is like killing someone and taking away a baby's chance to live. It is against God's will and therefore should not be allowed. Most people think that killing a baby is no big deal, but it is. God has a plan for everyone, even for an unborn baby that is not fully developed. Even if the baby was an ""accident"" he still has a plan. And if you think getting raped and not wanting the baby is an excuse, it shouldn't. Besides, rape results in pregnancy less than 1% of the time. Not only does abortion hurt the baby, but the mother as well. Even if she's a teen, abortion leaves a negative impact on the Mother's life.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[18],6
They are still a valuable life and you are practically murdering a defenseless little child.  Being a Christian I believe that the bible is strictly against this and that its just plain wrong!  I can believe in it a little bit if they were raped and/or were medically unable to carry the baby.,0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[18],1
"STOP ABORTION/ SAVE LIFE!! WHEN YOU HAVE AN ABORTION YOU ARE KILLING A HUMAN BEING. YOU ARE PHYSICALLY, MENTALLY, AND SPIRITUALLY HURTING YOURSELF.   ""BEFORE I FORMED YOU IN THE WOMB, I KNEW..."" -God YOU BREAK God's heart when you have an abortion. You will regret having a abortion     mentally, physically, and spiritually",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[18],1
Life is a gift from God. We should treasure it and we must cherish the baby's life. Because it was a blessing for two persons love. which connects them together.,2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[18],3
"ABORTION IS TERRIBLE!!!!!!!!!!!!!!!!!!!!!!
The bible says murder is wrong and I agree. Abortion is murder! And women who have it and then die, well it serves them right! In the U.S., if someone kills another person, they will have a death penalty. If you kill someone, you should die. YES! ABORTION IS MURDER AND IT IS TERRIBLE!!!! Even if the baby isn't born, it is still alive! Most people are just ignorant to that. And IT IS WRONG!!!!!!! (Just like gay) 
I'm a Christian",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[18],2
"God calls us to be stewards of our time, talent, and treasure. Understanding that God makes no mistakes and plants the seed of a child can further influence a woman toward life even if she decides on adoption. The choice of life should be the only option. In addition, understanding that the amount of babies aborted since the 1970s could populate a small country should be good enough reasons abortion should be illegal. God blesses people in unexpected ways, however trusting that He is in control further supports and gives confidence to the woman who chooses life. Pregnancy termination is wrong from the moment of conception. God reminds women who choose abortion about their sin through a variety of life complications created by this action.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[18],4
