,Unnamed: 0,web-scraper-order,web-scraper-start-url,article,title,stance,perspective
2368,2368,1582735067-2711,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,Abortion is not wrong if people are not ready for a kid and we already have to many people on the earth then abortion is the way to go and they might not even want to go through the pain and this is not selfish you are saving the earth by doing this because we are to crowded here and already why not just adopt there are lot's of kids already but your choice and also they might not want a kid and like i said lot's of kids to adopt,Abortion is not wrong because it is not human until it has a body of one and breathes,for,[14]
2369,2369,1582734972-2076,https://www.debate.org/opinions/should-abortion-be-illegal,"It's not like the population growth rate for the U.S. has been negative because abortion is legal. Besides which of the many problems the world is facing (hunger, housing, poverty, education, violence, environmental destruction, ect...) will be made better by adding more people to the equation. We have 7.5 billion people in the world and the limit the world can handle is around 10 billion. When we hit that point the choices will get even harder.",Abortion will not decrease the population,for,[14]
2370,2370,1582734972-2019,https://www.debate.org/opinions/should-abortion-be-illegal,"A woman SHOULD be entitled to get an abortion if she believes that the environment that the child will be born in is unsafe and not optimal. The other side can't just assume that 'all women want abortions so they can murder their -unborn- children.' Remember, it may not have been the woman's choice to become pregnant (she may have gotten raped). What if the environment the baby would be born in in dangerous? In poverty? What if the mother is unable to adequately support the child? In many cases, carrying out an abortion will be much better than having a child born in unsafe conditions. No woman should EVER be forced to carry a baby if she doesn't want to.",An abortion actually may be a better option for the unborn child,for,[11]
2371,2371,1582735052-2591,https://www.debate.org/opinions/is-abortion-wrong,"If I choose not to bring a person into this world because I have neither the economic nor social foundation to raise that person in the best possible environment, I am not only protect that child from growing up poor and in a psychologically damaging environment. I'm saving society from having to pay for my mistake, I save society from and increase in uneducated, unemployed civilians.",How is making a responsible choice wrong?,for,[11]
2372,2372,1582735052-2540,https://www.debate.org/opinions/is-abortion-wrong,"I agree, it is sad. A lot of men say no, because it's ""sick"" and ""murdering a baby"" but if they were in the same situation, if they were raped, or they were pregnant at a very young age, or simply did not want a baby, they would think differently. It shouldn't be a mans choice on what women can do with the life growing inside of them, it should be the women's decision, and taking that freedom away is horrible.",Of course not,for,[2]
2373,2373,1582734972-2127,https://www.debate.org/opinions/should-abortion-be-illegal,And i knew it was illegal and i knew i would of been aborted i would have killed my self. So don't be an idiot let people decide what they do with their babies. And we are already over populated so once again don't be an idiot and call it murder because murder is illegal this is legal.,If abortion was illegal,for,"[2, 14]"
2374,2374,1582735052-2351,https://www.debate.org/opinions/is-abortion-wrong,"""All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood."" - Article 1 of the Universal Human Rights. Notice the word BORN. This is not yet a human, it does not yet have human rights. It is not YOUR choice to decide whether the mother has to keep her child, It is not YOUR choice to make. What if the woman was raped? Would you want to have to baby that was made when YOUR human rights were violated?",It should be legal.,for,[3]
2375,2375,1582734972-2018,https://www.debate.org/opinions/should-abortion-be-illegal,"What if the mother was raped, financially insecure, or not ready to have a child? What if the baby had unavoidable health problems? A mother shouldn't be forced to care for a baby she can't support or doesn't want to have. And a baby with health problems shouldn't be forced to suffer for the rest of their life.",Rights of the mother,for,[2]
2376,2376,1582735052-2644,https://www.debate.org/opinions/is-abortion-wrong,Okay so abortion is a very sensitive topic to some people. I personally have seen my friends girlfriend have an abortion and I was extremely frustrated by this decision. What I think is that if you have had sexual intercourse willingly then at that point you must have the baby. If you happen to be forced or raped then yes I believe abortion should be legalized. Another way to look at it is when the baby should actually be considered a baby. I think anytime before 3 months into pregnancy is when a baby has not become a baby and abortion would not be as terrible as doing an abortion later during pregnancy since the fetus has not developed. Just my take on things,Well it Depends...,for,[2]
2377,2377,1582734972-1961,https://www.debate.org/opinions/should-abortion-be-illegal,"Yes, having abortion after a child has began to develop in your wound is and should be considered murder, but an embryo that has no feelings or desires, or that even exists yet? If a women unexpected has a child, it should be up to them if they don't want to keep that child.","Abortion should not be illegal, women have the right to their bodies.",for,[3]
2378,2378,1582734972-1956,https://www.debate.org/opinions/should-abortion-be-illegal,Any body out there that is going to get an abortion shame on you because you going to kill a baby for no reason.. And when you kill that baby you are going to be sad because you could of had a baby and took care of it or put it up for adoption,No because if you don't want a baby you should never have sex or you should just give the baby up for adoption,against,[16]
2379,2379,1582734972-2117,https://www.debate.org/opinions/should-abortion-be-illegal,"Making abortions illegal is down right stupid, wrong and is a down right disgrace to human rights. A young girl, maybe 15- 16 is walking round but then she is pulled over and raped. She gets out devastated and is now becoming pregnant. Now she has to have that child who has that horrible mans Genes. Is this a world we want to live in? Where people are forced to do another activity. People in this world should all have a choice. This would be another way of taking away choice and freedom. In addition these abortions won't just go away.",Stupid being illegal,for,[2]
2380,2380,1582735052-2324,https://www.debate.org/opinions/is-abortion-wrong,"I was born to a 16 year old mother who was raped. She had a complete breakdown when she was denied an abortion. By the time I was born, she had tried to comment suicide several times. I was born premature with heart and kidney issues. I was placed into the foster care system. At 18 years old, I moved from a place of very little support to no support what so ever. At 22 years old, I was raped by a man with an STD. I lost my child and the ability to have children. I have roamed the country as a homeless person. I have almost always relied on food stamps and welfare because it is difficult to go to college or hold down a job when you don't have anywhere to live. 

I have lived the entirety of my life knowing my mother and my father did not want me. I never knew my father's family and my mother's family can only tell me that I am not their problem now that I am an adult. You would think it's all because I'm a druggie, an alcoholic, or that I keep breaking the law but I have never used drugs, I don't drink, and I have never broken the law. I was an unwanted child born because of rape. My family simple doesn't want me.

I have worked my way through school on my own and I am finally in a stable place but I carry the pain of being unwanted in my heart and in my soul. It shadows all my relationships - I mean, if your own mother wouldn't even bring you home from the hospital, how are you supposed to trust someone else will love you???

I'm almost finished with college now and I plan on working with kids in the foster care system because I know what they will be up against when they are out on their own. It's not romantic. It's not cute. It's not a fairy tale. And, in 50 years, the system hasn't changed. The life of an unwanted child is hard and they don't have all the support and love that other people take for granted.

The truth of the life of an unwanted child is poverty and suffering, homelessness and victimization. But, no one is writing about the life of foster children and what happens to them after they leave the system. But, no one has to write about it for me to know. I lived it. I live it every day. 

The truth is, people don't think much of people who use social services. But, unwanted kids rely on social services from day one. Keeping an unwanted child alive isn't always the greatest gift you can give them. I would have chosen abortion over living the life I have lived. But, I did not get to choose. No kid does. That's why I believe parents who don't want their kids should get to choose. I",I Was One Of Those Kids,for,[11]
2381,2381,1582735052-2295,https://www.debate.org/opinions/is-abortion-wrong,"The law against abortions after the third trimester is justified, at that point the baby is more human then not. However, abortion in the first six months is fine. A fetus is not a person, nor is it a human, it is an organism and an undeveloped entity that is not capable of voicing it's opinion on it's own death. All those ""let the babies choose"" adds are hogwash, they are stating that even single-celled organisms are people, and that is just nonsensical poppycock. It is not a punishment to the fetus to terminate a pregnancy, nor is it wrong, it is the parent's decision whether they want to have a child yet. If abortion were to be banned, what about all the rape victims or teenagers who get pregnant by accident, and then have to make their way through high school with a child in their arms? Criminalizing abortion should never be an option on the table, it is a perfectly justafiable medical procedure that some fictional man sitting in the clouds says is wrong.",No. Termination of a fetus is nothing more then terminating a single-celled organism.,for,[3]
2382,2382,1582734972-2028,https://www.debate.org/opinions/should-abortion-be-illegal,"The federal Unborn Victims of Violence Act, which was put in place to protect unborn children from assault and murder says that under federal law, anybody intentionally killing or attempting to kill an unborn child should be punished for intentionally killing or attempting to kill a human being. You could go to prison for life for murdering a person, why does that not include a fetus?",It is MURDER!,against,[16]
2383,2383,1582734972-1977,https://www.debate.org/opinions/should-abortion-be-illegal,"Raising a baby can cause stress and money. The money could have gone to more beneficial things such as supporting countries in poverty or funding a research lab. Not only that, we take countless lives everyday. Drunk driving, murder, etc. It shouldn't matter if we take one life that can't even think for itself.","We take lives everyday, why should this be any different?",for,[12]
2384,2384,1582735052-2390,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is not the first step a couple should take to deal with an unwanted pregnancy, but in certain situations abortion should not only be a possibility, but an encouraged and supported option. Rape victims, teenagers, and unequipped adults alike should have the right to terminate the pregnancy before a child is placed into an unwelcome home.","Assuming 'wrong' means immoral, the pros of choice heavily outweigh the cons.",for,[11]
2385,2385,1582735052-2222,https://www.debate.org/opinions/is-abortion-wrong,"For Health of the mother, when they are at risk from the pregnancy. For unwanted children, it is a shame to bring into the world that is over populated, more unloved children.   When the fetus has no prospect for a healthy life.   It's safer than thumping women in the stomach or jumping them over a cliff on the back of a motorbike which is often what took place with unwanted pregnancies when abortions were not available. Many women died from attempting miscarriage before abortions were allowed.",It Is A Necessary Procedure:,for,[11]
2386,2386,1582735052-2533,https://www.debate.org/opinions/is-abortion-wrong,"Up until the age of 24 the foetus is not viable – it cannot survive outside the womb. If so, how can it possibly be a human being yet? It is simply a cluster of cells. And if you terminate it, it is no different than getting rid of a tumour. It does not have feelings and if something is not yet alive, than it will not hurt it up until after the abortion limit.
If a woman has been raped, then it would be best for her not to have the baby. If she did, she may end up disliking the baby and even if not, the child would never know who his father was. If it is a risk to the mother or baby’s mental health it is the kindest thing to do.
If the child was likely to be born deformed or with a disability than it is not fair to let them live. There was an incident on the news a few weeks ago about a man with locked-in syndrome who wanted to win a case for assisted-suicide as he had given up on life. For his life to be that unfair, it would have been far kinder if he had never lived at all.
If a family is unable to support their child financially or in other ways, then the child is going to have a hard life.   It is better to never have a life than to have one of suffering. 
Some people say that it is better to put a child up for adoption than have an abortion. I disagree, adopted children develop many problems through being fostered from one house to another.
Finally, before abortion was legalised it was still illegally going on. Women went to ‘backstreet clinics’ and had their babies removed in unsafe and unhygienic ways. This was the reason that it was legalised – to stop many women dying unnecessarily.",Abortion is okay,for,"[3, 8, 11, 5]"
2387,2387,1582734972-1949,https://www.debate.org/opinions/should-abortion-be-illegal,"If someone wants an abortion that means they do not want the child. If they do not want the child they will be horrible parents and no child should go through that kind of treatment. I will say that abortion is NOT murder! I repeat it's NOT murder since the operation is performed BEFORE the fetus has developed into a human. If it's illegal than people would turn to a panic. They would start back alley abortions means they'll do anything to get rid of the fetus inside their bodies in extreme measure. Being raised poor and neglected usually leads to an increase in crime rate with that child. The kid will more than likely turn to drugs because raised in a broken household. We have ALL made mistakes before. If abortion is illegal that's a mistake you can NEVER fix! A baby is SERIOUS business that's what the anti abortion people don't realize. It takes the woman and mans life away because a baby is SERIOUS! They'll have to stop attending school or whatever their dream may be to get any type of job to support that kid. Parents who are not financially there like nearly all abortion patients will go on welfare and take even more money from YOUR pockets. Taxes will rise up and people who are doing the right thing suffer from others mistakes. Over population will occur which leads to massive unemployment and a collapsed nation. Teenage pregnancies happen and how will a kid raise a kid? They're only kids themselves and WILL regret it later on in life. What if the lady is raped. She doesn't want the child same as the other abortion patients what is the difference? Her love for her boyfriend or husband? What if they break up suddenly abortion is allowed? You have someone against abortion but yet they agree with it under certain circumstances? How does that make sense?  And I say this again, abortion is NOT murder! If you go that far back than can I say my sperm is a human? You say the fetus is alive but yet so is my sperm. You can't have a child with dead sperm. Unless it's out of the stomach it's not considered a human. You have people preaching murder is wrong but yet the death penalty is around? Yet we have war? What if someone killed all your loved ones does he deserve to die? Yes he does. Are you going to bring up the bible than? Or is there an exception now? If there is than there's an exception for abortions as well.",Definitely not,for,"[5, 11, 12, 3, 2]"
2388,2388,1582734972-2123,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is NOT murder, as some of you guys ignorantly said. The definition of murder is the ""intentioal killing of a person with malice afterthought."" As a woman and a feminist, I strongly believe that a woman should have complete say because of is her body. People who are pro-life belittle and shame those who had an abortion. That is absolutely sickening because you are contributing to the stigma. It is a woman's choice and by making abortion illegal you are stripping women from their fundamental rights, which is unacceptable. BUT JUST BECAUSE YOU DO NOT AGREE, DO NOT IGNORANTLY FORCE YOUR VIEWS ON OTHERS.",It is NOT murder,for,[2]
2389,2389,1582735052-2674,https://www.debate.org/opinions/is-abortion-wrong,"Abortion has moral implications, just like anything else. People can have different beliefs regarding this matter but at the end of the day, it is the mother's choice. Since she is going to have the baby, nourish it in the womb for 9 months, give birth to it, and basically be a slave to its every need, she needs to make a choice or decision. No one else has the right to decide for her. Look at the instances of rape: is it not understandable why she won't want to have a baby that was made as a result of something so heinous? Yes, it is not the ball of cells's fault that happened but so isn't it the fault of the mother. I believe in such instances abortion is justified. But if you are just having an abortion because you were pregnant by accident and you care more about materialistic looks and the social implications and you have enough to provide for it, then in my opinion what you're doing is highly selfish and wrong but since it, in fact,is your choice, there's nothing I can do about it but express my opinion. That is how such situations must be dealt with. Not bombarding them with warnings of hell and wrath of God and make rude remarks regarding their choice. But if it isn't the case, as in teen pregnancies, or pregnancies of women living in very poor conditions with no means of providing for it, then that is not wrong. It all depends upon the circumstances.",No.,for,[2]
2390,2390,1582735052-2631,https://www.debate.org/opinions/is-abortion-wrong,"When I was 13 I got raped when I was walking to my friends house. I got pregnant and it was not my fault because I got raped. I had B's and A's for grades. Having the baby would of ruined my life, I would have to take 9 months off of school and I would be judged by everyone and I would of had to repeat a grade. If it did not ruin my life it probably would of killed me. My 13 year old body that is still growing would have to stop and make a baby and then my little body would of had to go through birth. My nutrients that I needed to grow would of been taken from me to grow a baby.",Keeping a baby in some conditions is dangerous,for,[2]
2391,2391,1582735052-2333,https://www.debate.org/opinions/is-abortion-wrong,"To be blunt, the so-called 'person' that is a fetus isn't a person. They have less senses than sperm, quite literally, and they are not self-conscious. Furthermore, a woman may be forced to DIE for not being allowed to abort a baby that could kill them. So, it abortion really murder? No. And what about rape babies? A woman shoul have the choice to not have a baby they did not choose to have. Finally, abortion (legal or not) always happens, and its better to have it done safely and humanely as possible than some mock-up hospital full of mutters doing it.",It's not murder,for,"[3, 2, 5]"
2392,2392,1582734972-2138,https://www.debate.org/opinions/should-abortion-be-illegal,"Some women have diseases that will literally kill them if they give birth to a baby. World book online states that a baby is not viable (able to live) until the woman is six months in to the pregnancy. Also every person says ""Jesus would not approve,"" or ""the Bible says no abortion."" Religious beliefs should not be a basis for law in the United States.",Please come on!,for,"[6, 3]"
2393,2393,1582734972-2095,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is bad because it denied a child rights to life and under the human rights law, every child have the right to life so why abuse such rights when you were given yours at the time of your birth? Lets give every child their rights no to it!!!1 k",Abortion is bad,against,[16]
2394,2394,1582735052-2297,https://www.debate.org/opinions/is-abortion-wrong,"The provisions laid out in this ruling clearly defines what is and is not permissible. And it does so without religious doctrine that would be in clear violation of the protection guaranteed by the First Amendment and the Supreme Court rulings therein. All arguments against abortion are moral ones which may differ amongst individuals.

At the end of the day, we have the definition of personhood being about viability outside the woman. It is against the law to kill a person, yes, but from a legal standpoint a fetus is not a person and neither is an embryo. The woman is a person who has to make a decision about her own body. It is her body, not a politician's, not her pastor's, and not her husband's. Hers alone. And whatever decision that she chooses will be hers as well.",Roe vs. Wade,for,[11]
2395,2395,1582735052-2476,https://www.debate.org/opinions/is-abortion-wrong,"Although there is likely some who disagree with me, science proves that fetuses are by scientific terms a parasite. I am saying this based on the fact that the relationship between the fetus and mother is entirely giving on the mothers part and taking on the fetuses part. I am saying this based on the definition. If this relationship continued for several years the mother would die.
         Although plenty of women choose to get abortion because of rape, there are other justifiable reasons. A condom can, and may, break. Plenty of human beings have sex for pleasure which is understandable because humans are sexual beings. If a college student practiced this under safe circumstances but was impregnated due to the broken condom can she be blamed for not wanting a baby she hadn't intended on having? 
         The nerves of a baby are not fully developed until roughly 24 weeks, which is about 6 months. This is when the majority of abortions are performed. I also checked with several Perinatology clinics and they all agreed that the fetus is injected with a substance to stop the heart. Even if it could feel pain, it wouldn't be able to now. This is how 98% of abortions are performed. 
         Also, most abortions are performed because the baby isn't going to live very long anyway due to medical complications. Not performing an abortion would actually be murder.
         If you consider a fetus a human, fantastic! However if you complain and say that a woman cannot have an abortion you are breaking the law. The 14th amendment states that no human being has the right to use another humans body or body parts against their will. This includes the fetus. 
         The bible supported abortion done in god's name. If someone feels that the abortion will give them an opportunity to further their faith and connection with God then they have every right to. 
           Also, those who are making the argument for the babies potential, Hitler's mother wanted an abortion, but the doctor talked her out of it. I support a woman's right to do what they want with their body, and if you disagree then find something else to act as a tyrant towards. We, as women, are strong enough to overcome and put into action anything we put our minds to.",Fetuses are technically parasitic,for,"[3, 2]"
2396,2396,1582734972-2155,https://www.debate.org/opinions/should-abortion-be-illegal,"You make the decision of what you do so why make it illegal. Yes it's murder, but if you choose to do that then it's your choice. Plus why give a child to someone who might end up abusing it and killing it anyways. It might just be the better option","It's your body, not anybody else's",for,"[2, 11]"
2397,2397,1580224689-93,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,It's honestly their decision and we should not get involved because in the end it is their body and their decision and their life. Also adoption is NOT another alternative SOME children who are adopted get abused. And some just do it so the government will give them money for adopting the child.,"Its their body,their decision,their life",for,[2]
2398,2398,1580224689-40,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"A women goes through so much and now we want to take this choice which directly affects their health & life and tell them how it should be, Because some book said so? 

Ever thought that when that book was written the human population was much lower than what it is right now. Despite that is not even the point. If it helps a women lead a healthier and better life, Why do you want to take it away. Look at what happened in Ireland.","With no choice, What are we? A dictatorship?",for,[2]
2399,2399,1580224689-12,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"It's not your body. Why can't I have a say in whether or not my body is changed drastically? It is my body! NOT YOURS. Why would you care? If I'm going to hell for having an abortion, I'll meet you there for judging and prosecuting me. It's my body. Not yours.",It's our bodies,for,[2]
2400,2400,1580224689-101,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"How can you take a woman's choice away from them? Who is anyone to tell a woman that she must seriously affect her life for a child that is unwanted. Think of the child who surely must not receive the love it deserves. By making abortion a choice, women will be safer, as they can do so in a more safe way (other than being forced to seek unauthorised medical help that is surely more dangerous). When we as humans are overpopulated- it would be better for only children who will be cared for to be born",Yes they do.,for,"[14, 5, 2]"
2401,2401,1580224689-37,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Women who get pregnant, weather its on purpose, accidental, or rape, should have the choice to abort the baby! If it was rape, Would you really want to go through 9 months of pain and struggle? Then when the baby is born either having to live with it and knowing that it came into this world from somebody using violence to rape you and It didnt come into this world with a blessing. Say you put the child up for adoption. You would be living you life knowing you had a child who is living out there somewhere that you dont want to see because of the rape and that child brings back all the memories you dont need in life. Think of it this way: its   man who hurts another human being to go through 9 months and the rest of her life in pain. Stop thinking only about the baby- think about what the mother and maybe her family has to got through- just because o f ONE man who thought it was cool or funny to do so.",Its MY LIFE TOO,for,"[2, 11]"
2402,2402,1580224689-16,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"It's my body and I'd rather not have anyone telling me what to do with it.   A lot of different terrible things can lead to pregnancy and pregnancies can cause many issues for the mother.   But even if the pregnancy is not caused by a rape or causing health issues, my body is my own and I'll decide what to have in it.   I know that this is a hard concept for many people to grasp but it's just the way I feel.   Pregnancy is a very emotionally and physically taxing thing and can leave you tired and depressed for a long time after you have the baby.   It has also been used as a means to oppress women all throughout history.   Also, people don't really like to hear this one, but there are some disabilities and extreme health issues that can be detected in the early stages of pregnancy that can make the child unable to ever have a normal life and the mother would have to spend her entire life dedicating all of her time to her disabled child.   Some of these conditions are so debilitating that the child's life may be absolutely miserable.","Yes, it's my body",for,"[2, 8]"
2403,2403,1580224689-59,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,Its a women's choice of what she wants to do with her own body. Its a womens right since men can do want they want themselves why in the world should women be less than men. We as women are expected to do way more then men so why can we choose to do this.,Women have rights,for,[2]
2404,2404,1580224689-87,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"It is selfish to tell woman not to abort because it makes you feel more ethical or compassionate. If a women is not allowed to abort, the baby will likely have a bad life. I think It is unethical to give birth to a baby with severe birth defects. 
Adoption is not a good alternative. Parents who adopt children have trouble bonding and loving the child. Being in the adoption system is hard on the children. 
Think about what will happen after birth. Most woman will regret aborting. It is up to the mom and dad not anyone else.",Up to the mom and dad.,for,[11]
2405,2405,1580224689-95,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Who will suffer after the birth of the child, the women . They spend their whole life taking care of the child sacrificing their happiness, life and if they are not married they will be criticize, not only them but the child also. This may end up in a bad mother child relationship. After all this suffering, as a per human nature the child must leave the mom to find their own life. In this case the child should be blamed too, because its their right to have a life. Finally the women will end up in a old folks home. In total the women's life worth of nothing, if she got married again, this may give a psychological effect on the child and the child have higher percentage to get abused by his/her stepfather, so she stay single. A women can go through this problem, but they must be ready for it, what if they accidentally got pregnant, while they are seeking their education, career or a stable economy   status, if they force to be pregnant, their life will be spoilt and after the child birth, if they continue chasing, the child protecting service will take notice of it and takes your child from her, because apparently she is neglecting the child. Do you think a women will be happy if someone take their child from them, first of all, do your think a women will be happy to kill her own child? Not at all, whether they choose to abort or stay pregnant, it will give them psychological effect on them, but They have to make the choice, because its their life. Don't you think women have right to have the life, they choose?",Just be real,for,"[2, 11]"
2406,2406,1580224689-85,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"It is not sentient; aborting it is equivalent to contraception. Early-term abortion does no harm because the fetus is not conscious until the third trimester. Some estimates say something like ""The brain/nerves/whatever is formed earlier."" However, any scientifically literate person would know that the systems aren't connected or functioning until late in the pregnancy.
That being said, we should make pregnancy and motherhood easier for women and not stigmatize teen mothers. Being pro-choice means supporting women in whichever path they choose.",It is not sentient,for,"[3, 2]"
2407,2407,1580224689-30,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,A baby does not have a soul until it takes its first breath therefore we are not killing anything but a shell of a body. It has no personality it isn't even a fully developed human yet. So we wouldn't really be killing anything just a shell. NO need to even worry or feel sad about killing a shell huh?,It's a good idea.,for,[3]
2408,2408,1580224689-97,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"The current law making abortion safe and legal does not mandate that women must have abortions. It gives women the right to choose to have an abortion if they decide that's what is best for them. This is a very important definition, because the law also allows those who don't believe abortion is moral to NOT have one. No one is forced against their will, values, or religious beliefs to do something they find objectionable. What is made legal is CHOICE, and the person making the choice in favor of the procedure can be assured that the law also makes it safe. This is not a religious or moral issue. It's a legal issue, and a health issue which is best decided by the person who will be most affected.",Everyone Must Have the Right to Choose,for,[1]
2409,2409,1580224689-27,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Abortion is legal.   Now the question should really be, ""Should Pro Fetus groups be arrested for their constant refrain of ""Murderers, Murderers. ""   I think the answer to that question should be yes.   If I was the powers that be, I would throw them all in jail until they could be civil.   Abortion is legal.   Threats are not.",Yes Women have a right to an abortion.,for,[1]
2410,2410,1580224689-89,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"1. Sorry for any grammar or spelling mistakes 
2. Implying that it isn't just a woman's body is true however that fetus (up untill 8 weeks so i will call it that) is not independent meaning it still depends on another body. So yes she has the right to abort it. Even dead people have the right to decide what is done with their body after they die. But a woman cant decite what they do with theirs. She has full controll over what she does with that baby up untill it is independed.",Women have the right to,for,[3]
2411,2411,1580224689-14,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"There are two main arguments against abortion that I have seen. The first of which calls upon the bible, and the second of which says that abortion is akin to murder. If this is so, spermicide would be akin to genocide, and every time someone fails to conceive when possible, it would also be considered a murder. As this makes absolutely no sense, I think that abortion should be allowed.",Potential for Life,for,[2]
2412,2412,1580224689-74,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"An abortion is the removal of a fetus from a woman's body if she is not ready/doesn't want the child, the fetus is dead, the fetus will die soon after birth, the fetus has a severe genetic condition that will dramatically impair its quality of life, or the fetus is killing the mum. A fetus is not a child. A fetus is entirely dependent on the mother's body. By definition, it is similar to a tumor that must be removed for the good of the whole body. 
I understand pro-lifers who want to preserve the sanctity of life. But what kind of life will the child have if its mother is confined to a hospital bed due to complications, or if the child has Down syndrome and is constantly out of place in this world? All factors must be at play here, not just the narrow-minded lens of religion.",Why on earth not?,for,"[3, 8]"
2413,2413,1580224689-32,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"John Stuart Mill once said, ""Over his own mind and body, the individual is sovereign"". To deny women abortion rights is to deprive them of sovereign over their own bodies. What if the pregnancy is a result of rape or incest? Nobody should be forced to carry that burden. And what if the child would've been born with a severe mental and physical defect?",The individual is sovereign,for,"[2, 8]"
2414,2414,1580224689-15,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Although a fetus is a living breathing human, is it really alive?   Technically yes, but being alive has a different meaning from having a life.   I agree, it is horrible that a life is taken through abortion and that baby will never have its opportunity to live.   The one problem with society is that we make too many laws based on emotion.   A lot of pro-life people are against abortion, fine.   My question is why aren't many of them against birth control of any other types of contraception? Isn't that abortion as well? Isn't that taking the opportunity of life from a potential person?   The fact is, abortion and contraception has no difference but people only argue abortion because they see a developing human and start to get emotional when in reality, interrupting fertilization is also ""killing"" a human. 
Back to my point on being alive and having a life.   For example, if I was killed tomorrow, people would care.   My family who I am apart of, my friends who I've made laugh and feel good, etc.   Everyone's death has an impact on many peoples lives.   Lets admit it, people like us, and some people like our company.   If I were to be killed tomorrow many people would be devastated, and its a horrible thing.   But does the same thing go for an unborn fetus?   A fetus has no personality, it hasn't made friends, it hasn't impacted people lives, and it hasn't done anything to make it desirable (except being someones potential child).   The fetus is alive, but it doesn't have a life.   Its tough to make the decision of abortion, but people need to realize that theres always a reason, and its a great solution to a sticky situation.   Since the loss of a potential person is far less dramatic than the loss of an actual person, I think abortion is okay (not amazing) to do.",Life has not been made yet,for,[3]
2415,2415,1580224689-35,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"The only time an abortion should not have an abortion is if they had unprotected sex and don't want to take responsibilities for their actions, or if it is late term abortion and it is too far into the pregnancy to abort. With that said all the other options should be legal.","It's there choice, no one elses",for,[2]
2416,2416,1580224689-39,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Nobody can have their blood, Marrow, Or organs used without agreeing to it. Even in the middle of a blood donation, They can unplug themselves, Even if it would cause the recipient to die. 

Women can unplug themselves from a fetus at any time. 

Unless the pro-birth movement is ALSO campaigning for:
1) NO in vitro fertilization clinics (all life is sacred)
2) NO stem cell research (all life is sacred)
3) Forced male celibacy (so they don't contribute to a potential abortion)
4) Child support & citizenship rights to start at conception
5) Men are forced to be equal parents (ankle bracelet, Wage garnishing to ensure they honor the sanctity of caring for an innocent)
6) NO death-penalty (all life is sacred)
7) NO guns (all life is sacred)
8) Universal healthcare (all life is sacred)
9) Forced organ donation on demand (if someone needs a kidney/blood/marrow they can have one from anyone who votes ""pro-life"")
10) Prison time for women who get abortions AND:
11) Prison time for the men whose partners get abortions

Unless ALL of these are things that pro-birthers are campaigning for, It's clear as day that they don't care one iota for human life. The pro-birthers that I know are all:
1) White
2) Male
3) Conventionally unattractive
4) Feel scorned by women either romantically and/or professionally in their lives. Unanimously they had an axe to grind with women who reminded them of the ones perceived to be unjustly successful and happy without them. 

The pro-birth movement just wants to punish women for enjoying sex.",No Forced Organ Donation,for,[2]
2417,2417,1580224689-25,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,If the government bans abortion then more women will have unsafe abortions. Each year tens of thousands of women die from unsafe abortions that's one reason why it should be legal. The government should not protect fetuses over women. The women that die from unsafe abortions could have gave birth to a child later on. Women's lives are also important.   Banning abortion does not protect human life because women are the ones that give birth to babies and their lives would be at stake if abortion is banned. Another reason abortion should be legal is because unwanted children have a good chance of becoming criminals. Unwanted children have a good chance of not getting raised well which can cause them to become criminals.   If the government bans abortion than there may be more crime in the future. Unwanted children could get killed by their parents in a harsh way because their parents did not want to raise the them. They could killed in a way that is a lot worse than getting aborted. Abortion should be completely legal and available for women because it's best for the country to have abortion be legal.,Keeping abortion legal is best for the country,for,"[5, 13]"
2418,2418,1580224689-80,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"The baby as a fetus is not conscious yet so its not really alive yet, so the women getting abortions are in fact not heartless killers. I'm not a woman so obviously I can't argue like any woman who would need an abortion but a baby could ruin a young mothers life who isn't ready for a child.",I believe women should have the choice,for,[3]
